疾病名称,年份,月份,发病人数,死亡人数,治愈人数,病死率,治愈率,数据来源,统计日期,更新时间
近视,2020,12,6494,168,4638,2.59,71.42,疾病监测系统,2020-12-01,2025-06-12 22:43:38
中耳炎,2020,1,18022,437,13380,2.42,74.24,疾病监测系统,2020-01-01,2025-06-12 22:43:38
中耳炎,2020,2,18313,74,16187,0.4,88.39,疾病监测系统,2020-02-01,2025-06-12 22:43:38
中耳炎,2020,3,20821,710,17609,3.41,84.57,疾病监测系统,2020-03-01,2025-06-12 22:43:38
中耳炎,2020,4,35144,597,27883,1.7,79.34,疾病监测系统,2020-04-01,2025-06-12 22:43:38
中耳炎,2020,5,15638,467,14395,2.99,92.05,疾病监测系统,2020-05-01,2025-06-12 22:43:38
中耳炎,2020,6,13095,605,9793,4.62,74.78,疾病监测系统,2020-06-01,2025-06-12 22:43:38
中耳炎,2020,7,38719,1822,36205,4.71,93.51,疾病监测系统,2020-07-01,2025-06-12 22:43:38
中耳炎,2020,8,17204,369,15782,2.14,91.73,疾病监测系统,2020-08-01,2025-06-12 22:43:38
中耳炎,2020,9,35395,1118,29991,3.16,84.73,疾病监测系统,2020-09-01,2025-06-12 22:43:38
中耳炎,2020,10,19373,904,14567,4.67,75.19,疾病监测系统,2020-10-01,2025-06-12 22:43:38
中耳炎,2020,11,4526,6,3189,0.13,70.46,疾病监测系统,2020-11-01,2025-06-12 22:43:38
中耳炎,2020,12,28388,171,25033,0.6,88.18,疾病监测系统,2020-12-01,2025-06-12 22:43:38
胆结石,2020,1,26595,289,24729,1.09,92.98,疾病监测系统,2020-01-01,2025-06-12 22:43:38
胆结石,2020,2,7972,306,6551,3.84,82.18,疾病监测系统,2020-02-01,2025-06-12 22:43:38
胆结石,2020,3,24663,104,22608,0.42,91.67,疾病监测系统,2020-03-01,2025-06-12 22:43:38
胆结石,2020,4,39481,27,35435,0.07,89.75,疾病监测系统,2020-04-01,2025-06-12 22:43:38
胆结石,2020,5,26231,395,24030,1.51,91.61,疾病监测系统,2020-05-01,2025-06-12 22:43:38
胆结石,2020,6,23891,535,20597,2.24,86.21,疾病监测系统,2020-06-01,2025-06-12 22:43:38
胆结石,2020,7,25509,1004,22822,3.94,89.47,疾病监测系统,2020-07-01,2025-06-12 22:43:38
胆结石,2020,8,40560,579,28910,1.43,71.28,疾病监测系统,2020-08-01,2025-06-12 22:43:38
胆结石,2020,9,21390,69,16483,0.32,77.06,疾病监测系统,2020-09-01,2025-06-12 22:43:38
胆结石,2020,10,46096,2104,34027,4.56,73.82,疾病监测系统,2020-10-01,2025-06-12 22:43:38
胆结石,2020,11,16230,693,12440,4.27,76.65,疾病监测系统,2020-11-01,2025-06-12 22:43:38
胆结石,2020,12,30256,156,24253,0.52,80.16,疾病监测系统,2020-12-01,2025-06-12 22:43:38
肾结石,2020,1,11870,117,8642,0.99,72.81,疾病监测系统,2020-01-01,2025-06-12 22:43:38
肾结石,2020,2,27588,211,26002,0.76,94.25,疾病监测系统,2020-02-01,2025-06-12 22:43:38
肾结石,2020,3,7570,291,6139,3.84,81.1,疾病监测系统,2020-03-01,2025-06-12 22:43:38
肾结石,2020,4,16897,480,14441,2.84,85.46,疾病监测系统,2020-04-01,2025-06-12 22:43:38
肾结石,2020,5,24328,849,20204,3.49,83.05,疾病监测系统,2020-05-01,2025-06-12 22:43:38
肾结石,2020,6,24717,767,20892,3.1,84.52,疾病监测系统,2020-06-01,2025-06-12 22:43:38
肾结石,2020,7,1535,37,1321,2.41,86.06,疾病监测系统,2020-07-01,2025-06-12 22:43:38
肾结石,2020,8,18002,224,16436,1.24,91.3,疾病监测系统,2020-08-01,2025-06-12 22:43:38
肾结石,2020,9,31523,901,25098,2.86,79.62,疾病监测系统,2020-09-01,2025-06-12 22:43:38
肾结石,2020,10,8102,345,6922,4.26,85.44,疾病监测系统,2020-10-01,2025-06-12 22:43:38
肾结石,2020,11,34081,1525,27228,4.47,79.89,疾病监测系统,2020-11-01,2025-06-12 22:43:38
肾结石,2020,12,19292,732,16152,3.79,83.72,疾病监测系统,2020-12-01,2025-06-12 22:43:38
高血压,2021,1,40369,1418,36975,3.51,91.59,疾病监测系统,2021-01-01,2025-06-12 22:43:38
高血压,2021,2,43372,1975,36027,4.55,83.07,疾病监测系统,2021-02-01,2025-06-12 22:43:38
高血压,2021,3,42367,362,40244,0.85,94.99,疾病监测系统,2021-03-01,2025-06-12 22:43:38
高血压,2021,4,8498,102,7686,1.2,90.44,疾病监测系统,2021-04-01,2025-06-12 22:43:38
高血压,2021,5,11233,414,10334,3.69,92.0,疾病监测系统,2021-05-01,2025-06-12 22:43:38
高血压,2021,6,47391,273,40557,0.58,85.58,疾病监测系统,2021-06-01,2025-06-12 22:43:38
高血压,2021,7,47737,359,42749,0.75,89.55,疾病监测系统,2021-07-01,2025-06-12 22:43:38
高血压,2021,8,25058,1154,22167,4.61,88.46,疾病监测系统,2021-08-01,2025-06-12 22:43:38
高血压,2021,9,46215,1880,39550,4.07,85.58,疾病监测系统,2021-09-01,2025-06-12 22:43:38
高血压,2021,10,27161,302,22784,1.11,83.88,疾病监测系统,2021-10-01,2025-06-12 22:43:38
高血压,2021,11,20122,453,17198,2.25,85.47,疾病监测系统,2021-11-01,2025-06-12 22:43:38
高血压,2021,12,11927,305,10110,2.56,84.77,疾病监测系统,2021-12-01,2025-06-12 22:43:38
糖尿病,2021,1,39926,103,31052,0.26,77.77,疾病监测系统,2021-01-01,2025-06-12 22:43:38
糖尿病,2021,2,19200,869,14256,4.53,74.25,疾病监测系统,2021-02-01,2025-06-12 22:43:38
糖尿病,2021,3,15320,520,13631,3.39,88.98,疾病监测系统,2021-03-01,2025-06-12 22:43:38
糖尿病,2021,4,11466,9,9077,0.08,79.16,疾病监测系统,2021-04-01,2025-06-12 22:43:38
糖尿病,2021,5,19710,921,16042,4.67,81.39,疾病监测系统,2021-05-01,2025-06-12 22:43:38
糖尿病,2021,6,15235,684,11135,4.49,73.09,疾病监测系统,2021-06-01,2025-06-12 22:43:38
糖尿病,2021,7,44649,2127,35041,4.76,78.48,疾病监测系统,2021-07-01,2025-06-12 22:43:38
糖尿病,2021,8,9524,213,7020,2.24,73.71,疾病监测系统,2021-08-01,2025-06-12 22:43:38
糖尿病,2021,9,30982,1545,25562,4.99,82.51,疾病监测系统,2021-09-01,2025-06-12 22:43:38
糖尿病,2021,10,38785,1530,34355,3.94,88.58,疾病监测系统,2021-10-01,2025-06-12 22:43:38
糖尿病,2021,11,37729,1756,30606,4.65,81.12,疾病监测系统,2021-11-01,2025-06-12 22:43:38
糖尿病,2021,12,23928,1041,20701,4.35,86.51,疾病监测系统,2021-12-01,2025-06-12 22:43:38
冠心病,2021,1,24721,905,19084,3.66,77.2,疾病监测系统,2021-01-01,2025-06-12 22:43:38
冠心病,2021,2,2163,32,1722,1.48,79.61,疾病监测系统,2021-02-01,2025-06-12 22:43:38
冠心病,2021,3,47233,1720,38504,3.64,81.52,疾病监测系统,2021-03-01,2025-06-12 22:43:38
冠心病,2021,4,24043,301,19314,1.25,80.33,疾病监测系统,2021-04-01,2025-06-12 22:43:38
冠心病,2021,5,26798,1120,23790,4.18,88.78,疾病监测系统,2021-05-01,2025-06-12 22:43:38
冠心病,2021,6,32083,1050,23600,3.27,73.56,疾病监测系统,2021-06-01,2025-06-12 22:43:38
冠心病,2021,7,22298,761,18874,3.41,84.64,疾病监测系统,2021-07-01,2025-06-12 22:43:38
冠心病,2021,8,49065,960,35611,1.96,72.58,疾病监测系统,2021-08-01,2025-06-12 22:43:38
冠心病,2021,9,27352,10,23226,0.04,84.92,疾病监测系统,2021-09-01,2025-06-12 22:43:38
冠心病,2021,10,32696,353,27223,1.08,83.26,疾病监测系统,2021-10-01,2025-06-12 22:43:38
冠心病,2021,11,36327,242,26125,0.67,71.92,疾病监测系统,2021-11-01,2025-06-12 22:43:38
冠心病,2021,12,36950,1074,26938,2.91,72.9,疾病监测系统,2021-12-01,2025-06-12 22:43:38
脑卒中,2021,1,33553,302,30847,0.9,91.94,疾病监测系统,2021-01-01,2025-06-12 22:43:38
脑卒中,2021,2,44954,714,40687,1.59,90.51,疾病监测系统,2021-02-01,2025-06-12 22:43:38
脑卒中,2021,3,31526,307,25668,0.97,81.42,疾病监测系统,2021-03-01,2025-06-12 22:43:38
脑卒中,2021,4,20165,461,18246,2.29,90.48,疾病监测系统,2021-04-01,2025-06-12 22:43:38
脑卒中,2021,5,10608,450,7682,4.24,72.42,疾病监测系统,2021-05-01,2025-06-12 22:43:38
脑卒中,2021,6,24093,127,22790,0.53,94.59,疾病监测系统,2021-06-01,2025-06-12 22:43:38
脑卒中,2021,7,7580,205,5329,2.7,70.3,疾病监测系统,2021-07-01,2025-06-12 22:43:38
脑卒中,2021,8,2920,45,2528,1.54,86.58,疾病监测系统,2021-08-01,2025-06-12 22:43:38
脑卒中,2021,9,39430,86,37185,0.22,94.31,疾病监测系统,2021-09-01,2025-06-12 22:43:38
脑卒中,2021,10,35840,476,26666,1.33,74.4,疾病监测系统,2021-10-01,2025-06-12 22:43:38
脑卒中,2021,11,3851,189,3281,4.91,85.2,疾病监测系统,2021-11-01,2025-06-12 22:43:38
脑卒中,2021,12,17659,261,16473,1.48,93.28,疾病监测系统,2021-12-01,2025-06-12 22:43:38
恶性肿瘤,2021,1,4938,226,4033,4.58,81.67,疾病监测系统,2021-01-01,2025-06-12 22:43:38
恶性肿瘤,2021,2,27572,43,23948,0.16,86.86,疾病监测系统,2021-02-01,2025-06-12 22:43:38
恶性肿瘤,2021,3,29702,213,23340,0.72,78.58,疾病监测系统,2021-03-01,2025-06-12 22:43:38
恶性肿瘤,2021,4,1819,13,1680,0.71,92.36,疾病监测系统,2021-04-01,2025-06-12 22:43:38
恶性肿瘤,2021,5,12873,630,11718,4.89,91.03,疾病监测系统,2021-05-01,2025-06-12 22:43:38
恶性肿瘤,2021,6,9112,232,6915,2.55,75.89,疾病监测系统,2021-06-01,2025-06-12 22:43:38
恶性肿瘤,2021,7,35120,704,30893,2.0,87.96,疾病监测系统,2021-07-01,2025-06-12 22:43:38
恶性肿瘤,2021,8,18436,839,16113,4.55,87.4,疾病监测系统,2021-08-01,2025-06-12 22:43:38
恶性肿瘤,2021,9,48745,2056,43156,4.22,88.53,疾病监测系统,2021-09-01,2025-06-12 22:43:38
恶性肿瘤,2021,10,31615,86,27683,0.27,87.56,疾病监测系统,2021-10-01,2025-06-12 22:43:38
恶性肿瘤,2021,11,28155,185,21720,0.66,77.14,疾病监测系统,2021-11-01,2025-06-12 22:43:38
恶性肿瘤,2021,12,15312,425,12643,2.78,82.57,疾病监测系统,2021-12-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2021,1,18658,381,16114,2.04,86.37,疾病监测系统,2021-01-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2021,2,11138,333,8053,2.99,72.3,疾病监测系统,2021-02-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2021,3,8992,431,7575,4.79,84.24,疾病监测系统,2021-03-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2021,4,3653,44,3247,1.2,88.89,疾病监测系统,2021-04-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2021,5,3266,79,2590,2.42,79.3,疾病监测系统,2021-05-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2021,6,48228,1471,43295,3.05,89.77,疾病监测系统,2021-06-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2021,7,1692,74,1567,4.37,92.61,疾病监测系统,2021-07-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2021,8,20346,416,18552,2.04,91.18,疾病监测系统,2021-08-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2021,9,32319,1134,25107,3.51,77.68,疾病监测系统,2021-09-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2021,10,41642,543,37460,1.3,89.96,疾病监测系统,2021-10-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2021,11,41516,705,38573,1.7,92.91,疾病监测系统,2021-11-01,2025-06-12 22:43:38
慢性阻塞性肺疾病,2021,12,47487,1292,41396,2.72,87.17,疾病监测系统,2021-12-01,2025-06-12 22:43:38
慢性肾病,2021,1,35079,1390,32581,3.96,92.88,疾病监测系统,2021-01-01,2025-06-12 22:43:38
慢性肾病,2021,2,14427,328,13505,2.27,93.61,疾病监测系统,2021-02-01,2025-06-12 22:43:38
慢性肾病,2021,3,21632,267,16349,1.23,75.58,疾病监测系统,2021-03-01,2025-06-12 22:43:38
慢性肾病,2021,4,2476,121,2010,4.89,81.18,疾病监测系统,2021-04-01,2025-06-12 22:43:38
慢性肾病,2021,5,21267,128,19392,0.6,91.18,疾病监测系统,2021-05-01,2025-06-12 22:43:38
慢性肾病,2021,6,10827,62,8558,0.57,79.04,疾病监测系统,2021-06-01,2025-06-12 22:43:38
慢性肾病,2021,7,2702,18,2004,0.67,74.17,疾病监测系统,2021-07-01,2025-06-12 22:43:38
慢性肾病,2021,8,49509,1030,35872,2.08,72.46,疾病监测系统,2021-08-01,2025-06-12 22:43:38
慢性肾病,2021,9,37289,1717,28817,4.6,77.28,疾病监测系统,2021-09-01,2025-06-12 22:43:38
慢性肾病,2021,10,41901,1824,36900,4.35,88.06,疾病监测系统,2021-10-01,2025-06-12 22:43:38
慢性肾病,2021,11,43324,256,34315,0.59,79.21,疾病监测系统,2021-11-01,2025-06-12 22:43:38
慢性肾病,2021,12,28417,121,22198,0.43,78.12,疾病监测系统,2021-12-01,2025-06-12 22:43:38
肝炎,2021,1,30446,630,26621,2.07,87.44,疾病监测系统,2021-01-01,2025-06-12 22:43:38
肝炎,2021,2,6402,87,4643,1.36,72.52,疾病监测系统,2021-02-01,2025-06-12 22:43:38
肝炎,2021,3,33341,592,29851,1.78,89.53,疾病监测系统,2021-03-01,2025-06-12 22:43:38
肝炎,2021,4,33183,241,27702,0.73,83.48,疾病监测系统,2021-04-01,2025-06-12 22:43:38
肝炎,2021,5,25139,1246,23715,4.96,94.34,疾病监测系统,2021-05-01,2025-06-12 22:43:38
肝炎,2021,6,26982,1273,25432,4.72,94.26,疾病监测系统,2021-06-01,2025-06-12 22:43:38
肝炎,2021,7,43377,1080,35982,2.49,82.95,疾病监测系统,2021-07-01,2025-06-12 22:43:38
肝炎,2021,8,37885,455,34636,1.2,91.42,疾病监测系统,2021-08-01,2025-06-12 22:43:38
肝炎,2021,9,36696,1226,33385,3.34,90.98,疾病监测系统,2021-09-01,2025-06-12 22:43:38
肝炎,2021,10,4264,98,3995,2.3,93.69,疾病监测系统,2021-10-01,2025-06-12 22:43:38
肝炎,2021,11,37836,890,33380,2.35,88.22,疾病监测系统,2021-11-01,2025-06-12 22:43:38
肝炎,2021,12,12508,72,10123,0.58,80.93,疾病监测系统,2021-12-01,2025-06-12 22:43:38
肺炎,2021,1,8610,373,6622,4.33,76.91,疾病监测系统,2021-01-01,2025-06-12 22:43:38
肺炎,2021,2,13196,591,9542,4.48,72.31,疾病监测系统,2021-02-01,2025-06-12 22:43:38
肺炎,2021,3,31521,1021,27242,3.24,86.42,疾病监测系统,2021-03-01,2025-06-12 22:43:38
肺炎,2021,4,8315,388,7489,4.67,90.07,疾病监测系统,2021-04-01,2025-06-12 22:43:38
肺炎,2021,5,4547,200,3945,4.4,86.76,疾病监测系统,2021-05-01,2025-06-12 22:43:38
肺炎,2021,6,14432,320,10889,2.22,75.45,疾病监测系统,2021-06-01,2025-06-12 22:43:38
肺炎,2021,7,42214,800,30948,1.9,73.31,疾病监测系统,2021-07-01,2025-06-12 22:43:38
肺炎,2021,8,37796,717,30928,1.9,81.83,疾病监测系统,2021-08-01,2025-06-12 22:43:38
肺炎,2021,9,44685,1027,39811,2.3,89.09,疾病监测系统,2021-09-01,2025-06-12 22:43:38
肺炎,2021,10,32184,284,25729,0.88,79.94,疾病监测系统,2021-10-01,2025-06-12 22:43:38
肺炎,2021,11,5950,48,4294,0.81,72.17,疾病监测系统,2021-11-01,2025-06-12 22:43:38
肺炎,2021,12,35374,301,32513,0.85,91.91,疾病监测系统,2021-12-01,2025-06-12 22:43:38
胃炎,2021,1,10763,436,8575,4.05,79.67,疾病监测系统,2021-01-01,2025-06-12 22:43:38
胃炎,2021,2,15937,331,14390,2.08,90.29,疾病监测系统,2021-02-01,2025-06-12 22:43:38
胃炎,2021,3,20280,276,18594,1.36,91.69,疾病监测系统,2021-03-01,2025-06-12 22:43:38
胃炎,2021,4,46277,1500,33574,3.24,72.55,疾病监测系统,2021-04-01,2025-06-12 22:43:38
胃炎,2021,5,38804,1461,28743,3.77,74.07,疾病监测系统,2021-05-01,2025-06-12 22:43:38
胃炎,2021,6,6369,86,4703,1.35,73.84,疾病监测系统,2021-06-01,2025-06-12 22:43:38
胃炎,2021,7,35902,1459,27060,4.06,75.37,疾病监测系统,2021-07-01,2025-06-12 22:43:38
胃炎,2021,8,22705,360,20722,1.59,91.27,疾病监测系统,2021-08-01,2025-06-12 22:43:38
胃炎,2021,9,18214,67,14006,0.37,76.9,疾病监测系统,2021-09-01,2025-06-12 22:43:38
胃炎,2021,10,49319,1243,38493,2.52,78.05,疾病监测系统,2021-10-01,2025-06-12 22:43:38
胃炎,2021,11,39940,153,37779,0.38,94.59,疾病监测系统,2021-11-01,2025-06-12 22:43:38
胃炎,2021,12,24618,928,21089,3.77,85.66,疾病监测系统,2021-12-01,2025-06-12 22:43:38
关节炎,2021,1,32941,748,25131,2.27,76.29,疾病监测系统,2021-01-01,2025-06-12 22:43:38
关节炎,2021,2,37563,1401,27160,3.73,72.31,疾病监测系统,2021-02-01,2025-06-12 22:43:38
关节炎,2021,3,15992,250,14694,1.56,91.88,疾病监测系统,2021-03-01,2025-06-12 22:43:38
关节炎,2021,4,9576,100,8217,1.04,85.81,疾病监测系统,2021-04-01,2025-06-12 22:43:38
关节炎,2021,5,10795,264,8141,2.45,75.41,疾病监测系统,2021-05-01,2025-06-12 22:43:38
关节炎,2021,6,36051,413,33980,1.15,94.26,疾病监测系统,2021-06-01,2025-06-12 22:43:38
关节炎,2021,7,32345,701,24058,2.17,74.38,疾病监测系统,2021-07-01,2025-06-12 22:43:38
关节炎,2021,8,21920,539,18295,2.46,83.46,疾病监测系统,2021-08-01,2025-06-12 22:43:38
关节炎,2021,9,38566,797,36529,2.07,94.72,疾病监测系统,2021-09-01,2025-06-12 22:43:38
关节炎,2021,10,12712,350,10671,2.75,83.94,疾病监测系统,2021-10-01,2025-06-12 22:43:38
关节炎,2021,11,37446,768,34096,2.05,91.05,疾病监测系统,2021-11-01,2025-06-12 22:43:38
关节炎,2021,12,4392,163,3944,3.71,89.8,疾病监测系统,2021-12-01,2025-06-12 22:43:38
骨质疏松,2021,1,25403,991,22805,3.9,89.77,疾病监测系统,2021-01-01,2025-06-12 22:43:38
骨质疏松,2021,2,24324,706,21877,2.9,89.94,疾病监测系统,2021-02-01,2025-06-12 22:43:38
骨质疏松,2021,3,49212,1133,35672,2.3,72.49,疾病监测系统,2021-03-01,2025-06-12 22:43:38
骨质疏松,2021,4,43536,757,41238,1.74,94.72,疾病监测系统,2021-04-01,2025-06-12 22:43:38
骨质疏松,2021,5,36872,339,28435,0.92,77.12,疾病监测系统,2021-05-01,2025-06-12 22:43:38
骨质疏松,2021,6,48366,497,43439,1.03,89.81,疾病监测系统,2021-06-01,2025-06-12 22:43:38
骨质疏松,2021,7,37728,298,31099,0.79,82.43,疾病监测系统,2021-07-01,2025-06-12 22:43:38
骨质疏松,2021,8,18006,693,15626,3.85,86.78,疾病监测系统,2021-08-01,2025-06-12 22:43:38
骨质疏松,2021,9,4292,204,3934,4.75,91.66,疾病监测系统,2021-09-01,2025-06-12 22:43:38
骨质疏松,2021,10,16537,641,14026,3.88,84.82,疾病监测系统,2021-10-01,2025-06-12 22:43:38
骨质疏松,2021,11,47167,1773,35673,3.76,75.63,疾病监测系统,2021-11-01,2025-06-12 22:43:38
骨质疏松,2021,12,46955,248,37282,0.53,79.4,疾病监测系统,2021-12-01,2025-06-12 22:43:38
抑郁症,2021,1,47607,896,41658,1.88,87.5,疾病监测系统,2021-01-01,2025-06-12 22:43:38
抑郁症,2021,2,8030,277,6303,3.45,78.49,疾病监测系统,2021-02-01,2025-06-12 22:43:38
抑郁症,2021,3,2039,15,1799,0.74,88.23,疾病监测系统,2021-03-01,2025-06-12 22:43:38
抑郁症,2021,4,43968,553,34211,1.26,77.81,疾病监测系统,2021-04-01,2025-06-12 22:43:38
抑郁症,2021,5,49051,348,35526,0.71,72.43,疾病监测系统,2021-05-01,2025-06-12 22:43:38
抑郁症,2021,6,20962,797,15384,3.8,73.39,疾病监测系统,2021-06-01,2025-06-12 22:43:38
抑郁症,2021,7,33245,1384,29147,4.16,87.67,疾病监测系统,2021-07-01,2025-06-12 22:43:38
抑郁症,2021,8,1232,44,981,3.57,79.63,疾病监测系统,2021-08-01,2025-06-12 22:43:38
抑郁症,2021,9,4883,8,3964,0.16,81.18,疾病监测系统,2021-09-01,2025-06-12 22:43:38
抑郁症,2021,10,7640,249,6698,3.26,87.67,疾病监测系统,2021-10-01,2025-06-12 22:43:38
抑郁症,2021,11,32075,907,24179,2.83,75.38,疾病监测系统,2021-11-01,2025-06-12 22:43:38
抑郁症,2021,12,26747,105,22267,0.39,83.25,疾病监测系统,2021-12-01,2025-06-12 22:43:38
焦虑症,2021,1,23104,863,16322,3.74,70.65,疾病监测系统,2021-01-01,2025-06-12 22:43:38
焦虑症,2021,2,42570,176,39222,0.41,92.14,疾病监测系统,2021-02-01,2025-06-12 22:43:38
焦虑症,2021,3,32722,213,24493,0.65,74.85,疾病监测系统,2021-03-01,2025-06-12 22:43:38
焦虑症,2021,4,35426,1359,28082,3.84,79.27,疾病监测系统,2021-04-01,2025-06-12 22:43:38
焦虑症,2021,5,13242,264,10742,1.99,81.12,疾病监测系统,2021-05-01,2025-06-12 22:43:38
焦虑症,2021,6,35814,55,31310,0.15,87.42,疾病监测系统,2021-06-01,2025-06-12 22:43:38
焦虑症,2021,7,18846,26,13500,0.14,71.63,疾病监测系统,2021-07-01,2025-06-12 22:43:38
焦虑症,2021,8,43695,1053,39394,2.41,90.16,疾病监测系统,2021-08-01,2025-06-12 22:43:38
焦虑症,2021,9,32440,326,26532,1.0,81.79,疾病监测系统,2021-09-01,2025-06-12 22:43:38
焦虑症,2021,10,29884,644,21880,2.15,73.22,疾病监测系统,2021-10-01,2025-06-12 22:43:38
焦虑症,2021,11,27951,315,25733,1.13,92.06,疾病监测系统,2021-11-01,2025-06-12 22:43:38
焦虑症,2021,12,43304,1485,33345,3.43,77.0,疾病监测系统,2021-12-01,2025-06-12 22:43:38
失眠症,2021,1,47539,1668,40037,3.51,84.22,疾病监测系统,2021-01-01,2025-06-12 22:43:38
失眠症,2021,2,39054,1199,34579,3.07,88.54,疾病监测系统,2021-02-01,2025-06-12 22:43:38
失眠症,2021,3,4888,64,4155,1.31,85.0,疾病监测系统,2021-03-01,2025-06-12 22:43:38
失眠症,2021,4,32801,925,30295,2.82,92.36,疾病监测系统,2021-04-01,2025-06-12 22:43:38
失眠症,2021,5,31726,1286,23829,4.05,75.11,疾病监测系统,2021-05-01,2025-06-12 22:43:38
失眠症,2021,6,45073,1709,38910,3.79,86.33,疾病监测系统,2021-06-01,2025-06-12 22:43:38
失眠症,2021,7,45425,2182,32359,4.8,71.24,疾病监测系统,2021-07-01,2025-06-12 22:43:38
失眠症,2021,8,34167,725,29022,2.12,84.94,疾病监测系统,2021-08-01,2025-06-12 22:43:38
失眠症,2021,9,33339,105,24660,0.31,73.97,疾病监测系统,2021-09-01,2025-06-12 22:43:38
失眠症,2021,10,21140,120,17169,0.57,81.22,疾病监测系统,2021-10-01,2025-06-12 22:43:38
失眠症,2021,11,40910,809,37756,1.98,92.29,疾病监测系统,2021-11-01,2025-06-12 22:43:38
失眠症,2021,12,33645,403,29563,1.2,87.87,疾病监测系统,2021-12-01,2025-06-12 22:43:38
哮喘,2021,1,34110,1506,32144,4.42,94.24,疾病监测系统,2021-01-01,2025-06-12 22:43:38
哮喘,2021,2,11477,176,8471,1.53,73.81,疾病监测系统,2021-02-01,2025-06-12 22:43:38
哮喘,2021,3,45203,1859,37944,4.11,83.94,疾病监测系统,2021-03-01,2025-06-12 22:43:38
哮喘,2021,4,33787,1270,25326,3.76,74.96,疾病监测系统,2021-04-01,2025-06-12 22:43:38
哮喘,2021,5,27505,973,22206,3.54,80.73,疾病监测系统,2021-05-01,2025-06-12 22:43:38
哮喘,2021,6,49056,822,45463,1.68,92.68,疾病监测系统,2021-06-01,2025-06-12 22:43:38
哮喘,2021,7,26240,290,24487,1.11,93.32,疾病监测系统,2021-07-01,2025-06-12 22:43:38
哮喘,2021,8,48688,1751,36921,3.6,75.83,疾病监测系统,2021-08-01,2025-06-12 22:43:38
哮喘,2021,9,4446,69,3612,1.55,81.24,疾病监测系统,2021-09-01,2025-06-12 22:43:38
哮喘,2021,10,28539,377,24651,1.32,86.38,疾病监测系统,2021-10-01,2025-06-12 22:43:38
哮喘,2021,11,39103,817,31264,2.09,79.95,疾病监测系统,2021-11-01,2025-06-12 22:43:38
哮喘,2021,12,48806,197,43570,0.4,89.27,疾病监测系统,2021-12-01,2025-06-12 22:43:38
过敏性鼻炎,2021,1,15629,248,12033,1.59,76.99,疾病监测系统,2021-01-01,2025-06-12 22:43:38
过敏性鼻炎,2021,2,20284,22,15281,0.11,75.34,疾病监测系统,2021-02-01,2025-06-12 22:43:38
过敏性鼻炎,2021,3,22912,141,20571,0.62,89.78,疾病监测系统,2021-03-01,2025-06-12 22:43:38
过敏性鼻炎,2021,4,37298,1027,29628,2.75,79.44,疾病监测系统,2021-04-01,2025-06-12 22:43:38
过敏性鼻炎,2021,5,13993,170,10416,1.21,74.44,疾病监测系统,2021-05-01,2025-06-12 22:43:38
过敏性鼻炎,2021,6,47964,1983,36195,4.13,75.46,疾病监测系统,2021-06-01,2025-06-12 22:43:38
过敏性鼻炎,2021,7,19142,199,15473,1.04,80.83,疾病监测系统,2021-07-01,2025-06-12 22:43:38
过敏性鼻炎,2021,8,25473,1268,21312,4.98,83.67,疾病监测系统,2021-08-01,2025-06-12 22:43:38
过敏性鼻炎,2021,9,9329,325,8000,3.48,85.75,疾病监测系统,2021-09-01,2025-06-12 22:43:38
过敏性鼻炎,2021,10,5902,23,4701,0.39,79.65,疾病监测系统,2021-10-01,2025-06-12 22:43:38
过敏性鼻炎,2021,11,19164,381,16632,1.99,86.79,疾病监测系统,2021-11-01,2025-06-12 22:43:38
过敏性鼻炎,2021,12,21467,374,16145,1.74,75.21,疾病监测系统,2021-12-01,2025-06-12 22:43:38
湿疹,2021,1,27945,907,22651,3.25,81.06,疾病监测系统,2021-01-01,2025-06-12 22:43:38
湿疹,2021,2,17009,526,12285,3.09,72.23,疾病监测系统,2021-02-01,2025-06-12 22:43:38
湿疹,2021,3,44140,2206,39462,5.0,89.4,疾病监测系统,2021-03-01,2025-06-12 22:43:38
湿疹,2021,4,15229,42,11430,0.28,75.05,疾病监测系统,2021-04-01,2025-06-12 22:43:38
湿疹,2021,5,23877,1190,21978,4.98,92.05,疾病监测系统,2021-05-01,2025-06-12 22:43:38
湿疹,2021,6,44537,601,34675,1.35,77.86,疾病监测系统,2021-06-01,2025-06-12 22:43:38
湿疹,2021,7,5140,30,4473,0.58,87.02,疾病监测系统,2021-07-01,2025-06-12 22:43:38
湿疹,2021,8,44649,2045,41234,4.58,92.35,疾病监测系统,2021-08-01,2025-06-12 22:43:38
湿疹,2021,9,16823,708,13006,4.21,77.31,疾病监测系统,2021-09-01,2025-06-12 22:43:38
湿疹,2021,10,41473,1309,37249,3.16,89.82,疾病监测系统,2021-10-01,2025-06-12 22:43:38
